origin_id,destination_id,fare_id
HSG,NAM,F_45
TAR,NAM,F_45
MET,NAM,F_45
SEC_E,NAM,F_40
PRG,NAM,F_40
PAR,NAM,F_40
ROP,NAM,F_40
PRN,NAM,F_35
BEG,NAM,F_30
AME_B,NAM,F_25
MUN,NAM,F_30
YUG,NAM,F_35
JR5,NAM,F_35
JCP,NAM,F_40
PED,NAM,F_40
MAD,NAM,F_40
DGC,NAM,F_40
HTC,NAM,F_45
RDG,NAM,F_45
MYP,NAM,F_45
JNT,NAM,F_45
KPH,NAM,F_45
KUK,NAM,F_40
BLR,NAM,F_40
MSP,NAM,F_40
BTN,NAM,F_35
ERA,NAM,F_35
ESI,NAM,F_30
SRN,NAM,F_30
AME_R,NAM,F_25
PUN,NAM,F_25
IRM,NAM,F_15
KHA,NAM,F_15
LKP,NAM,F_10
ASM,NAM,F_10
NAM,NAM,F_10
GAB,NAM,F_10
OMC,NAM,F_10
MGB_R,NAM,F_15
MKL,NAM,F_15
NEM,NAM,F_25
MSB,NAM,F_25
DSN,NAM,F_30
CHP,NAM,F_30
VOM,NAM,F_35
LBN,NAM,F_40
JBS,NAM,F_40
SCR,NAM,F_35
GNH,NAM,F_35
MSH,NAM,F_30
RTC,NAM,F_30
CDP,NAM,F_25
NAR,NAM,F_25
SUB,NAM,F_15
MGB_G,NAM,F_15
NAG,GAB,F_50
UPL,GAB,F_50
STD,GAB,F_50
NGR,GAB,F_45
HSG,GAB,F_45
TAR,GAB,F_45
MET,GAB,F_40
SEC_E,GAB,F_40
PRG,GAB,F_40
PAR,GAB,F_40
ROP,GAB,F_40
PRN,GAB,F_35
BEG,GAB,F_35
AME_B,GAB,F_30
MUN,GAB,F_30
YUG,GAB,F_35
JR5,GAB,F_35
JCP,GAB,F_40
PED,GAB,F_40
MAD,GAB,F_40
DGC,GAB,F_45
HTC,GAB,F_45
RDG,GAB,F_45
MYP,GAB,F_50
JNT,GAB,F_45
KPH,GAB,F_45
KUK,GAB,F_40
BLR,GAB,F_40
MSP,GAB,F_40
BTN,GAB,F_40
ERA,GAB,F_35
ESI,GAB,F_35
SRN,GAB,F_30
AME_R,GAB,F_30
PUN,GAB,F_25
IRM,GAB,F_25
KHA,GAB,F_15
LKP,GAB,F_15
ASM,GAB,F_10
NAM,GAB,F_10
GAB,GAB,F_10
OMC,GAB,F_10
MGB_R,GAB,F_10
MKL,GAB,F_15
NEM,GAB,F_15
MSB,GAB,F_25
DSN,GAB,F_30
CHP,GAB,F_30
VOM,GAB,F_35
LBN,GAB,F_35
JBS,GAB,F_40
SCR,GAB,F_35
GNH,GAB,F_30
MSH,GAB,F_30
RTC,GAB,F_25
CDP,GAB,F_25
NAR,GAB,F_15
SUB,GAB,F_15
MGB_G,GAB,F_10
NAG,OMC,F_50
UPL,OMC,F_50
STD,OMC,F_45
NGR,OMC,F_45
HSG,OMC,F_45
TAR,OMC,F_40
MET,OMC,F_40
SEC_E,OMC,F_40
PRG,OMC,F_35
PAR,OMC,F_40
ROP,OMC,F_40
PRN,OMC,F_40
BEG,OMC,F_35
AME_B,OMC,F_30
MUN,OMC,F_35
YUG,OMC,F_35
JR5,OMC,F_40
JCP,OMC,F_40
PED,OMC,F_40
MAD,OMC,F_40
DGC,OMC,F_45
HTC,OMC,F_45
RDG,OMC,F_45
MYP,OMC,F_50
JNT,OMC,F_45
KPH,OMC,F_45
KUK,OMC,F_45
BLR,OMC,F_40
MSP,OMC,F_40
BTN,OMC,F_40
ERA,OMC,F_40
ESI,OMC,F_35
SRN,OMC,F_35
AME_R,OMC,F_30
PUN,OMC,F_30
IRM,OMC,F_25
KHA,OMC,F_25
LKP,OMC,F_15
ASM,OMC,F_15
NAM,OMC,F_10
GAB,OMC,F_10
OMC,OMC,F_10
MGB_R,OMC,F_10
MKL,OMC,F_10
NEM,OMC,F_15
MSB,OMC,F_15
DSN,OMC,F_25
CHP,OMC,F_30
VOM,OMC,F_30
LBN,OMC,F_35
JBS,OMC,F_35
SCR,OMC,F_30
GNH,OMC,F_30
MSH,OMC,F_25
RTC,OMC,F_25
CDP,OMC,F_15
NAR,OMC,F_15
SUB,OMC,F_10
MGB_G,OMC,F_10
NAG,MGB_R,F_50
UPL,MGB_R,F_45
STD,MGB_R,F_45
NGR,MGB_R,F_45
HSG,MGB_R,F_45
TAR,MGB_R,F_40
MET,MGB_R,F_40
SEC_E,MGB_R,F_40
PRG,MGB_R,F_35
PAR,MGB_R,F_35
ROP,MGB_R,F_40
PRN,MGB_R,F_40
BEG,MGB_R,F_40
AME_B,MGB_R,F_35
MUN,MGB_R,F_35
YUG,MGB_R,F_40
JR5,MGB_R,F_40
JCP,MGB_R,F_40
PED,MGB_R,F_40
MAD,MGB_R,F_45
DGC,MGB_R,F_45
HTC,MGB_R,F_45
RDG,MGB_R,F_50
MYP,MGB_R,F_50
JNT,MGB_R,F_45
KPH,MGB_R,F_45
KUK,MGB_R,F_45
BLR,MGB_R,F_40
MSP,MGB_R,F_40
BTN,MGB_R,F_40
ERA,MGB_R,F_40
ESI,MGB_R,F_35
SRN,MGB_R,F_35
AME_R,MGB_R,F_35
PUN,MGB_R,F_30
IRM,MGB_R,F_30
KHA,MGB_R,F_25
LKP,MGB_R,F_25
ASM,MGB_R,F_15
NAM,MGB_R,F_15
GAB,MGB_R,F_10
OMC,MGB_R,F_10
MGB_R,MGB_R,F_10
MKL,MGB_R,F_10
NEM,MGB_R,F_15
MSB,MGB_R,F_15
DSN,MGB_R,F_25
CHP,MGB_R,F_25
VOM,MGB_R,F_30
LBN,MGB_R,F_35
JBS,MGB_R,F_35
SCR,MGB_R,F_30
GNH,MGB_R,F_25
MSH,MGB_R,F_25
RTC,MGB_R,F_15
CDP,MGB_R,F_15
NAR,MGB_R,F_15
SUB,MGB_R,F_10
MGB_G,MGB_R,F_10
NAG,MKL,F_50
UPL,MKL,F_50
STD,MKL,F_45
NGR,MKL,F_45
HSG,MKL,F_45
TAR,MKL,F_45
MET,MKL,F_40
SEC_E,MKL,F_40
PRG,MKL,F_35
PAR,MKL,F_40
ROP,MKL,F_40
PRN,MKL,F_40
BEG,MKL,F_40
AME_B,MKL,F_35
MUN,MKL,F_40
YUG,MKL,F_40
JR5,MKL,F_40
JCP,MKL,F_40
PED,MKL,F_45
MAD,MKL,F_45
DGC,MKL,F_45
HTC,MKL,F_45
RDG,MKL,F_50
MYP,MKL,F_50
JNT,MKL,F_50
KPH,MKL,F_45
KUK,MKL,F_45
BLR,MKL,F_45
MSP,MKL,F_40
BTN,MKL,F_40
ERA,MKL,F_40
ESI,MKL,F_40
SRN,MKL,F_40
AME_R,MKL,F_35
PUN,MKL,F_35
IRM,MKL,F_30
KHA,MKL,F_30
LKP,MKL,F_25
ASM,MKL,F_15
NAM,MKL,F_15
GAB,MKL,F_15
OMC,MKL,F_10
MGB_R,MKL,F_10
MKL,MKL,F_10
NEM,MKL,F_10
MSB,MKL,F_15
DSN,MKL,F_15
CHP,MKL,F_25
VOM,MKL,F_25
LBN,MKL,F_30
JBS,MKL,F_35
SCR,MKL,F_35
GNH,MKL,F_30
MSH,MKL,F_25
RTC,MKL,F_25
CDP,MKL,F_15
NAR,MKL,F_15
SUB,MKL,F_10
MGB_G,MKL,F_10
NAG,NEM,F_50
UPL,NEM,F_50
STD,NEM,F_50
NGR,NEM,F_45
HSG,NEM,F_45
TAR,NEM,F_45
MET,NEM,F_40
SEC_E,NEM,F_40
PRG,NEM,F_40
PAR,NEM,F_40
ROP,NEM,F_40
PRN,NEM,F_40
BEG,NEM,F_40
AME_B,NEM,F_40
MUN,NEM,F_40
YUG,NEM,F_40
JR5,NEM,F_40
JCP,NEM,F_45
PED,NEM,F_45
MAD,NEM,F_45
DGC,NEM,F_50
HTC,NEM,F_50
RDG,NEM,F_50
MYP,NEM,F_50
JNT,NEM,F_50
KPH,NEM,F_50
KUK,NEM,F_45
BLR,NEM,F_45
MSP,NEM,F_45
BTN,NEM,F_40
ERA,NEM,F_40
ESI,NEM,F_40
SRN,NEM,F_40
AME_R,NEM,F_40
PUN,NEM,F_35
IRM,NEM,F_35
KHA,NEM,F_30
LKP,NEM,F_30
ASM,NEM,F_25
NAM,NEM,F_25
GAB,NEM,F_15
OMC,NEM,F_15
MGB_R,NEM,F_15
MKL,NEM,F_10
NEM,NEM,F_10
MSB,NEM,F_10
DSN,NEM,F_15
CHP,NEM,F_15
VOM,NEM,F_25
LBN,NEM,F_30
JBS,NEM,F_40
SCR,NEM,F_35
GNH,NEM,F_30
MSH,NEM,F_30
RTC,NEM,F_25
CDP,NEM,F_25
NAR,NEM,F_25
SUB,NEM,F_15
MGB_G,NEM,F_15
NAG,MSB,F_50
UPL,MSB,F_50
STD,MSB,F_50
NGR,MSB,F_50
HSG,MSB,F_45
TAR,MSB,F_45
MET,MSB,F_45
SEC_E,MSB,F_40
PRG,MSB,F_40
PAR,MSB,F_40
ROP,MSB,F_40
PRN,MSB,F_45
BEG,MSB,F_40
AME_B,MSB,F_40
MUN,MSB,F_40
YUG,MSB,F_40
JR5,MSB,F_45
JCP,MSB,F_45
PED,MSB,F_45
MAD,MSB,F_45
DGC,MSB,F_50
HTC,MSB,F_50
RDG,MSB,F_50
MYP,MSB,F_55
JNT,MSB,F_50
KPH,MSB,F_50
KUK,MSB,F_50
BLR,MSB,F_45
MSP,MSB,F_45
BTN,MSB,F_45
ERA,MSB,F_45
ESI,MSB,F_40
SRN,MSB,F_40
AME_R,MSB,F_40
PUN,MSB,F_40
IRM,MSB,F_35
KHA,MSB,F_35
LKP,MSB,F_30
ASM,MSB,F_30
NAM,MSB,F_25
GAB,MSB,F_25
OMC,MSB,F_15
MGB_R,MSB,F_15
MKL,MSB,F_15
NEM,MSB,F_10
MSB,MSB,F_10
DSN,MSB,F_10
CHP,MSB,F_15
VOM,MSB,F_15
LBN,MSB,F_25
JBS,MSB,F_40
SCR,MSB,F_40
GNH,MSB,F_35
MSH,MSB,F_35
RTC,MSB,F_30
CDP,MSB,F_25
NAR,MSB,F_25
SUB,MSB,F_15
MGB_G,MSB,F_15
NAG,DSN,F_55
UPL,DSN,F_55
STD,DSN,F_50
NGR,DSN,F_50
HSG,DSN,F_50
TAR,DSN,F_45
MET,DSN,F_45
SEC_E,DSN,F_45
PRG,DSN,F_40
PAR,DSN,F_45
ROP,DSN,F_45
PRN,DSN,F_45
BEG,DSN,F_45
AME_B,DSN,F_40
MUN,DSN,F_40
YUG,DSN,F_45
JR5,DSN,F_45
JCP,DSN,F_45
PED,DSN,F_45
MAD,DSN,F_50
DGC,DSN,F_50
HTC,DSN,F_50
RDG,DSN,F_55
MYP,DSN,F_55
JNT,DSN,F_55
KPH,DSN,F_50
KUK,DSN,F_50
BLR,DSN,F_50
MSP,DSN,F_45
BTN,DSN,F_45
ERA,DSN,F_45
ESI,DSN,F_45
SRN,DSN,F_40
AME_R,DSN,F_40
PUN,DSN,F_40
IRM,DSN,F_40
KHA,DSN,F_35
LKP,DSN,F_35
ASM,DSN,F_30
NAM,DSN,F_30
GAB,DSN,F_30
OMC,DSN,F_25
MGB_R,DSN,F_25
MKL,DSN,F_15
NEM,DSN,F_15
MSB,DSN,F_10
DSN,DSN,F_10
CHP,DSN,F_10
VOM,DSN,F_15
LBN,DSN,F_15
JBS,DSN,F_40
SCR,DSN,F_40
GNH,DSN,F_40
MSH,DSN,F_35
RTC,DSN,F_35
CDP,DSN,F_30
NAR,DSN,F_30
SUB,DSN,F_25
MGB_G,DSN,F_25
NAG,CHP,F_55
UPL,CHP,F_55
STD,CHP,F_55
NGR,CHP,F_50
HSG,CHP,F_50
TAR,CHP,F_50
MET,CHP,F_45
SEC_E,CHP,F_45
PRG,CHP,F_45
PAR,CHP,F_45
ROP,CHP,F_45
PRN,CHP,F_45
BEG,CHP,F_45
AME_B,CHP,F_40
MUN,CHP,F_45
YUG,CHP,F_45
JR5,CHP,F_45
JCP,CHP,F_50
PED,CHP,F_50
MAD,CHP,F_50
DGC,CHP,F_50
HTC,CHP,F_55
RDG,CHP,F_55
MYP,CHP,F_55
JNT,CHP,F_55
KPH,CHP,F_55
KUK,CHP,F_50
BLR,CHP,F_50
MSP,CHP,F_50
BTN,CHP,F_45
ERA,CHP,F_45
ESI,CHP,F_45
SRN,CHP,F_45
AME_R,CHP,F_40
PUN,CHP,F_40
IRM,CHP,F_40
KHA,CHP,F_40
LKP,CHP,F_35
ASM,CHP,F_35
NAM,CHP,F_30
GAB,CHP,F_30
OMC,CHP,F_30
MGB_R,CHP,F_25
MKL,CHP,F_25
NEM,CHP,F_15
MSB,CHP,F_15
DSN,CHP,F_10
CHP,CHP,F_10
VOM,CHP,F_10
LBN,CHP,F_15
JBS,CHP,F_45
SCR,CHP,F_40
GNH,CHP,F_40
MSH,CHP,F_40
RTC,CHP,F_35
CDP,CHP,F_35
NAR,CHP,F_30
SUB,CHP,F_30
MGB_G,CHP,F_25
NAG,VOM,F_55
UPL,VOM,F_55
STD,VOM,F_55
NGR,VOM,F_55
HSG,VOM,F_50
TAR,VOM,F_50
MET,VOM,F_50
SEC_E,VOM,F_45
PRG,VOM,F_45
PAR,VOM,F_45
ROP,VOM,F_45
PRN,VOM,F_50
BEG,VOM,F_45
AME_B,VOM,F_45
MUN,VOM,F_45
YUG,VOM,F_45
JR5,VOM,F_50
JCP,VOM,F_50
PED,VOM,F_50
MAD,VOM,F_50
DGC,VOM,F_55
HTC,VOM,F_55
RDG,VOM,F_55
MYP,VOM,F_60
JNT,VOM,F_55
KPH,VOM,F_55
KUK,VOM,F_50
BLR,VOM,F_50
MSP,VOM,F_50
BTN,VOM,F_50
ERA,VOM,F_45
ESI,VOM,F_45
SRN,VOM,F_45
AME_R,VOM,F_45
PUN,VOM,F_45
IRM,VOM,F_40
KHA,VOM,F_40
LKP,VOM,F_40
ASM,VOM,F_35
NAM,VOM,F_35
GAB,VOM,F_35
OMC,VOM,F_30
MGB_R,VOM,F_30
MKL,VOM,F_25
NEM,VOM,F_25
MSB,VOM,F_15
DSN,VOM,F_15
CHP,VOM,F_10
VOM,VOM,F_10
LBN,VOM,F_10
JBS,VOM,F_45
SCR,VOM,F_40
GNH,VOM,F_40
MSH,VOM,F_40
RTC,VOM,F_40
CDP,VOM,F_35
NAR,VOM,F_35
SUB,VOM,F_30
MGB_G,VOM,F_30
NAG,LBN,F_60
UPL,LBN,F_60
STD,LBN,F_55
NGR,LBN,F_55
HSG,LBN,F_55
TAR,LBN,F_50
MET,LBN,F_50
SEC_E,LBN,F_50
PRG,LBN,F_45
PAR,LBN,F_45
ROP,LBN,F_50
PRN,LBN,F_50
BEG,LBN,F_50
AME_B,LBN,F_45
MUN,LBN,F_45
YUG,LBN,F_50
JR5,LBN,F_50
JCP,LBN,F_50
PED,LBN,F_50
MAD,LBN,F_55
DGC,LBN,F_55
HTC,LBN,F_55
RDG,LBN,F_60
MYP,LBN,F_60
JNT,LBN,F_60
KPH,LBN,F_55
KUK,LBN,F_55
BLR,LBN,F_50
MSP,LBN,F_50
BTN,LBN,F_50
ERA,LBN,F_50
ESI,LBN,F_50
SRN,LBN,F_45
AME_R,LBN,F_45
PUN,LBN,F_45
IRM,LBN,F_45
KHA,LBN,F_40
LKP,LBN,F_40
ASM,LBN,F_40
NAM,LBN,F_40
GAB,LBN,F_35
OMC,LBN,F_35
MGB_R,LBN,F_35
MKL,LBN,F_30
NEM,LBN,F_30
MSB,LBN,F_25
DSN,LBN,F_15
CHP,LBN,F_15
VOM,LBN,F_10
LBN,LBN,F_10
JBS,LBN,F_45
SCR,LBN,F_45
GNH,LBN,F_45
MSH,LBN,F_40
RTC,LBN,F_40
CDP,LBN,F_40
NAR,LBN,F_40
SUB,LBN,F_35
MGB_G,LBN,F_35
NAG,JBS,F_40
UPL,JBS,F_35
STD,JBS,F_35
NGR,JBS,F_30
HSG,JBS,F_30
TAR,JBS,F_25
MET,JBS,F_15
SEC_E,JBS,F_10
PRG,JBS,F_10
PAR,JBS,F_10
ROP,JBS,F_15
PRN,JBS,F_15
BEG,JBS,F_25
AME_B,JBS,F_30
MUN,JBS,F_30
YUG,JBS,F_35
JR5,JBS,F_35
JCP,JBS,F_40
PED,JBS,F_40
MAD,JBS,F_40
DGC,JBS,F_45
HTC,JBS,F_45
RDG,JBS,F_45
MYP,JBS,F_45
JNT,JBS,F_45
KPH,JBS,F_45
KUK,JBS,F_40
BLR,JBS,F_40
MSP,JBS,F_40
BTN,JBS,F_35
ERA,JBS,F_35
ESI,JBS,F_30
SRN,JBS,F_30
AME_R,JBS,F_30
PUN,JBS,F_30
IRM,JBS,F_35
KHA,JBS,F_35
LKP,JBS,F_40
ASM,JBS,F_40
NAM,JBS,F_40
GAB,JBS,F_40
OMC,JBS,F_35
MGB_R,JBS,F_35
MKL,JBS,F_35
NEM,JBS,F_40
MSB,JBS,F_40
DSN,JBS,F_40
CHP,JBS,F_45
VOM,JBS,F_45
LBN,JBS,F_45
JBS,JBS,F_10
SCR,JBS,F_10
GNH,JBS,F_15
MSH,JBS,F_15
RTC,JBS,F_25
CDP,JBS,F_25
NAR,JBS,F_30
SUB,JBS,F_30
MGB_G,JBS,F_35
NAG,SCR,F_40
UPL,SCR,F_40
STD,SCR,F_35
NGR,SCR,F_35
HSG,SCR,F_30
TAR,SCR,F_30
MET,SCR,F_25
SEC_E,SCR,F_15
PRG,SCR,F_10
PAR,SCR,F_15
ROP,SCR,F_15
PRN,SCR,F_25
BEG,SCR,F_30
AME_B,SCR,F_30
MUN,SCR,F_35
YUG,SCR,F_35
JR5,SCR,F_40
JCP,SCR,F_40
PED,SCR,F_40
MAD,SCR,F_40
DGC,SCR,F_45
HTC,SCR,F_45
RDG,SCR,F_45
MYP,SCR,F_50
JNT,SCR,F_45
KPH,SCR,F_45
KUK,SCR,F_45
BLR,SCR,F_40
MSP,SCR,F_40
BTN,SCR,F_40
ERA,SCR,F_40
ESI,SCR,F_35
SRN,SCR,F_35
AME_R,SCR,F_30
PUN,SCR,F_35
IRM,SCR,F_35
KHA,SCR,F_40
LKP,SCR,F_40
ASM,SCR,F_40
NAM,SCR,F_35
GAB,SCR,F_35
OMC,SCR,F_30
MGB_R,SCR,F_30
MKL,SCR,F_35
NEM,SCR,F_35
MSB,SCR,F_40
DSN,SCR,F_40
CHP,SCR,F_40
VOM,SCR,F_40
LBN,SCR,F_45
JBS,SCR,F_10
SCR,SCR,F_10
GNH,SCR,F_10
MSH,SCR,F_15
RTC,SCR,F_15
CDP,SCR,F_25
NAR,SCR,F_25
SUB,SCR,F_30
MGB_G,SCR,F_30
NAG,GNH,F_40
UPL,GNH,F_40
STD,GNH,F_40
NGR,GNH,F_35
HSG,GNH,F_35
TAR,GNH,F_30
MET,GNH,F_25
SEC_E,GNH,F_25
PRG,GNH,F_15
PAR,GNH,F_15
ROP,GNH,F_25
PRN,GNH,F_25
BEG,GNH,F_30
AME_B,GNH,F_35
MUN,GNH,F_35
YUG,GNH,F_40
JR5,GNH,F_40
JCP,GNH,F_40
PED,GNH,F_40
MAD,GNH,F_45
DGC,GNH,F_45
HTC,GNH,F_45
RDG,GNH,F_50
MYP,GNH,F_50
JNT,GNH,F_50
KPH,GNH,F_45
KUK,GNH,F_45
BLR,GNH,F_45
MSP,GNH,F_40
BTN,GNH,F_40
ERA,GNH,F_40
ESI,GNH,F_40
SRN,GNH,F_35
AME_R,GNH,F_35
PUN,GNH,F_40
IRM,GNH,F_40
KHA,GNH,F_40
LKP,GNH,F_35
ASM,GNH,F_35
NAM,GNH,F_35
GAB,GNH,F_30
OMC,GNH,F_30
MGB_R,GNH,F_25
MKL,GNH,F_30
NEM,GNH,F_30
MSB,GNH,F_35
DSN,GNH,F_40
CHP,GNH,F_40
VOM,GNH,F_40
LBN,GNH,F_45
JBS,GNH,F_15
SCR,GNH,F_10
GNH,GNH,F_10
MSH,GNH,F_10
RTC,GNH,F_15
CDP,GNH,F_15
NAR,GNH,F_15
SUB,GNH,F_25
MGB_G,GNH,F_25
NAG,MSH,F_40
UPL,MSH,F_40
STD,MSH,F_40
NGR,MSH,F_40
HSG,MSH,F_35
TAR,MSH,F_35
MET,MSH,F_30
SEC_E,MSH,F_25
PRG,MSH,F_15
PAR,MSH,F_25
ROP,MSH,F_25
PRN,MSH,F_30
BEG,MSH,F_35
AME_B,MSH,F_35
MUN,MSH,F_40
YUG,MSH,F_40
JR5,MSH,F_40
JCP,MSH,F_45
PED,MSH,F_45
MAD,MSH,F_45
DGC,MSH,F_45
HTC,MSH,F_50
RDG,MSH,F_50
MYP,MSH,F_50
JNT,MSH,F_50
KPH,MSH,F_45
KUK,MSH,F_45
BLR,MSH,F_45
MSP,MSH,F_45
BTN,MSH,F_40
ERA,MSH,F_40
ESI,MSH,F_40
SRN,MSH,F_40
AME_R,MSH,F_35
PUN,MSH,F_40
IRM,MSH,F_40
KHA,MSH,F_40
LKP,MSH,F_35
ASM,MSH,F_35
NAM,MSH,F_30
GAB,MSH,F_30
OMC,MSH,F_25
MGB_R,MSH,F_25
MKL,MSH,F_25
NEM,MSH,F_30
MSB,MSH,F_35
DSN,MSH,F_35
CHP,MSH,F_40
VOM,MSH,F_40
LBN,MSH,F_40
JBS,MSH,F_15
SCR,MSH,F_15
GNH,MSH,F_10
MSH,MSH,F_10
RTC,MSH,F_10
CDP,MSH,F_15
NAR,MSH,F_15
SUB,MSH,F_25
MGB_G,MSH,F_25
NAG,RTC,F_45
UPL,RTC,F_45
STD,RTC,F_40
NGR,RTC,F_40
HSG,RTC,F_40
TAR,RTC,F_35
MET,RTC,F_35
SEC_E,RTC,F_30
PRG,RTC,F_25
PAR,RTC,F_25
ROP,RTC,F_30
PRN,RTC,F_35
BEG,RTC,F_35
AME_B,RTC,F_40
MUN,RTC,F_40
YUG,RTC,F_40
JR5,RTC,F_40
JCP,RTC,F_45
PED,RTC,F_45
MAD,RTC,F_45
DGC,RTC,F_50
HTC,RTC,F_50
RDG,RTC,F_50
MYP,RTC,F_55
JNT,RTC,F_50
KPH,RTC,F_50
KUK,RTC,F_45
BLR,RTC,F_45
MSP,RTC,F_45
BTN,RTC,F_45
ERA,RTC,F_40
ESI,RTC,F_40
SRN,RTC,F_40
AME_R,RTC,F_40
PUN,RTC,F_40
IRM,RTC,F_40
KHA,RTC,F_35
LKP,RTC,F_30
ASM,RTC,F_30
NAM,RTC,F_30
GAB,RTC,F_25
OMC,RTC,F_25
MGB_R,RTC,F_15
MKL,RTC,F_25
NEM,RTC,F_25
MSB,RTC,F_30
DSN,RTC,F_35
CHP,RTC,F_35
VOM,RTC,F_40
LBN,RTC,F_40
JBS,RTC,F_25
SCR,RTC,F_15
GNH,RTC,F_15
MSH,RTC,F_10
RTC,RTC,F_10
CDP,RTC,F_10
NAR,RTC,F_10
SUB,RTC,F_15
MGB_G,RTC,F_15
NAG,CDP,F_45
UPL,CDP,F_45
STD,CDP,F_40
NGR,CDP,F_40
HSG,CDP,F_40
TAR,CDP,F_40
MET,CDP,F_35
SEC_E,CDP,F_30
PRG,CDP,F_25
PAR,CDP,F_30
ROP,CDP,F_30
PRN,CDP,F_35
BEG,CDP,F_40
AME_B,CDP,F_40
MUN,CDP,F_40
YUG,CDP,F_40
JR5,CDP,F_45
JCP,CDP,F_45
PED,CDP,F_45
MAD,CDP,F_45
DGC,CDP,F_50
HTC,CDP,F_50
RDG,CDP,F_50
MYP,CDP,F_55
JNT,CDP,F_50
KPH,CDP,F_50
KUK,CDP,F_50
BLR,CDP,F_45
MSP,CDP,F_45
BTN,CDP,F_45
ERA,CDP,F_45
ESI,CDP,F_40
SRN,CDP,F_40
AME_R,CDP,F_40
PUN,CDP,F_40
IRM,CDP,F_35
KHA,CDP,F_35
LKP,CDP,F_30
ASM,CDP,F_30
NAM,CDP,F_25
GAB,CDP,F_25
OMC,CDP,F_15
MGB_R,CDP,F_15
MKL,CDP,F_15
NEM,CDP,F_25
MSB,CDP,F_25
DSN,CDP,F_30
CHP,CDP,F_35
VOM,CDP,F_35
LBN,CDP,F_40
JBS,CDP,F_25
SCR,CDP,F_25
GNH,CDP,F_15
MSH,CDP,F_15
RTC,CDP,F_10
CDP,CDP,F_10
NAR,CDP,F_10
SUB,CDP,F_15
MGB_G,CDP,F_15
NAG,NAR,F_45
UPL,NAR,F_45
STD,NAR,F_45
NGR,NAR,F_40
HSG,NAR,F_40
TAR,NAR,F_40
MET,NAR,F_35
SEC_E,NAR,F_30
PRG,NAR,F_30
PAR,NAR,F_30
ROP,NAR,F_35
PRN,NAR,F_35
BEG,NAR,F_40
AME_B,NAR,F_40
MUN,NAR,F_40
YUG,NAR,F_40
JR5,NAR,F_40
JCP,NAR,F_45
PED,NAR,F_45
MAD,NAR,F_45
DGC,NAR,F_50
HTC,NAR,F_50
RDG,NAR,F_50
MYP,NAR,F_50
JNT,NAR,F_50
KPH,NAR,F_50
KUK,NAR,F_45
BLR,NAR,F_45
MSP,NAR,F_45
BTN,NAR,F_40
ERA,NAR,F_40
ESI,NAR,F_40
SRN,NAR,F_40
AME_R,NAR,F_40
PUN,NAR,F_35
IRM,NAR,F_35
KHA,NAR,F_30
LKP,NAR,F_30
ASM,NAR,F_25
NAM,NAR,F_25
GAB,NAR,F_15
OMC,NAR,F_15
MGB_R,NAR,F_15
MKL,NAR,F_15
NEM,NAR,F_25
MSB,NAR,F_25
DSN,NAR,F_30
CHP,NAR,F_30
VOM,NAR,F_35
LBN,NAR,F_40
JBS,NAR,F_30
SCR,NAR,F_25
GNH,NAR,F_15
MSH,NAR,F_15
RTC,NAR,F_10
CDP,NAR,F_10
NAR,NAR,F_10
SUB,NAR,F_10
MGB_G,NAR,F_15
NAG,SUB,F_50
UPL,SUB,F_45
STD,SUB,F_45
NGR,SUB,F_45
HSG,SUB,F_40
TAR,SUB,F_40
MET,SUB,F_40
SEC_E,SUB,F_35
PRG,SUB,F_30
PAR,SUB,F_35
ROP,SUB,F_35
PRN,SUB,F_40
BEG,SUB,F_40
AME_B,SUB,F_35
MUN,SUB,F_35
YUG,SUB,F_40
JR5,SUB,F_40
JCP,SUB,F_40
PED,SUB,F_40
MAD,SUB,F_45
DGC,SUB,F_45
HTC,SUB,F_45
RDG,SUB,F_50
MYP,SUB,F_50
JNT,SUB,F_50
KPH,SUB,F_45
KUK,SUB,F_45
BLR,SUB,F_45
MSP,SUB,F_40
BTN,SUB,F_40
ERA,SUB,F_40
ESI,SUB,F_40
SRN,SUB,F_35
AME_R,SUB,F_35
PUN,SUB,F_30
IRM,SUB,F_30
KHA,SUB,F_25
LKP,SUB,F_25
ASM,SUB,F_15
NAM,SUB,F_15
GAB,SUB,F_15
OMC,SUB,F_10
MGB_R,SUB,F_10
MKL,SUB,F_10
NEM,SUB,F_15
MSB,SUB,F_15
DSN,SUB,F_25
CHP,SUB,F_30
VOM,SUB,F_30
LBN,SUB,F_35
JBS,SUB,F_30
SCR,SUB,F_30
GNH,SUB,F_25
MSH,SUB,F_25
RTC,SUB,F_15
CDP,SUB,F_15
NAR,SUB,F_10
SUB,SUB,F_10
MGB_G,SUB,F_10
NAG,MGB_G,F_50
UPL,MGB_G,F_45
STD,MGB_G,F_45
NGR,MGB_G,F_45
HSG,MGB_G,F_45
TAR,MGB_G,F_40
MET,MGB_G,F_40
SEC_E,MGB_G,F_40
PRG,MGB_G,F_35
PAR,MGB_G,F_35
ROP,MGB_G,F_40
PRN,MGB_G,F_40
BEG,MGB_G,F_40
AME_B,MGB_G,F_35
MUN,MGB_G,F_35
YUG,MGB_G,F_40
JR5,MGB_G,F_40
JCP,MGB_G,F_40
PED,MGB_G,F_40
MAD,MGB_G,F_45
DGC,MGB_G,F_45
HTC,MGB_G,F_45
RDG,MGB_G,F_50
MYP,MGB_G,F_50
JNT,MGB_G,F_45
KPH,MGB_G,F_45
